id,open_date,symbol,cmd,volume,open_price,sl,tp,type_cmd,leverage,batch_size,margin,close_date,close_price,rollover,commission,swap,profit,state
20221212010200000000,2022-12-12 01:02:00-05:00,EURUSD,0,0.01,1.05162,1.05142,1.0524216837575473,0,200.0,100000.0,5.2581,2022-12-12 01:02:00-05:00,1.05142,0.0,0.0,0.0,-0.19999999999997797,close
20221212010100000000,2022-12-12 01:01:00-05:00,EURUSD,0,0.01,1.05166,1.05144,1.0523057559472135,0,200.0,100000.0,5.2583,2022-12-12 01:02:00-05:00,1.05144,0.0,0.0,0.0,-0.220000000000109,close
20221212014700000000,2022-12-12 01:47:00-05:00,EURUSD,1,0.01,1.05271,1.053071927668564,1.051965723087117,0,200.0,100000.0,5.26355,2022-12-12 02:00:00-05:00,1.051965723087117,0.0,0.0,0.0,0.7442769128829241,close
20221212014800000000,2022-12-12 01:48:00-05:00,EURUSD,1,0.01,1.05263,1.0529809342316445,1.0518581669804268,0,200.0,100000.0,5.2631499999999996,2022-12-12 02:00:00-05:00,1.0518581669804268,0.0,0.0,0.0,0.771833019573176,close
20221212014900000000,2022-12-12 01:49:00-05:00,EURUSD,1,0.01,1.05264,1.0529870276133158,1.0518757701412402,0,200.0,100000.0,5.2632,2022-12-12 02:00:00-05:00,1.0518757701412402,0.0,0.0,0.0,0.7642298587597907,close
20221212015000000000,2022-12-12 01:50:00-05:00,EURUSD,1,0.01,1.0526,1.0529540519392118,1.0518445931420661,0,200.0,100000.0,5.263,2022-12-12 02:00:00-05:00,1.0518445931420661,0.0,0.0,0.0,0.7554068579338491,close
20221212015400000000,2022-12-12 01:54:00-05:00,EURUSD,1,0.01,1.05264,1.053011030997485,1.0518941810497642,0,200.0,100000.0,5.2632,2022-12-12 02:00:00-05:00,1.0518941810497642,0.0,0.0,0.0,0.7458189502358437,close
20221212015500000000,2022-12-12 01:55:00-05:00,EURUSD,1,0.01,1.0526,1.0529652356972452,1.0518519808583893,0,200.0,100000.0,5.263,2022-12-12 02:00:00-05:00,1.0518519808583893,0.0,0.0,0.0,0.7480191416107118,close
20221212015100000000,2022-12-12 01:51:00-05:00,EURUSD,1,0.01,1.05253,1.052900883801477,1.0517897813655064,0,200.0,100000.0,5.26265,2022-12-12 02:06:00-05:00,1.0517897813655064,0.0,0.0,0.0,0.7402186344935835,close
20221212015200000000,2022-12-12 01:52:00-05:00,EURUSD,1,0.01,1.05239,1.052756052147001,1.0516411147283948,0,200.0,100000.0,5.26195,2022-12-12 02:06:00-05:00,1.0516411147283948,0.0,0.0,0.0,0.7488852716051042,close
20221212052600000000,2022-12-12 05:26:00-05:00,EURUSD,0,0.01,1.05614,1.055768839600468,1.0569287110923045,0,200.0,100000.0,5.2807,2022-12-12 05:27:00-05:00,1.055768839600468,0.0,0.0,0.0,-0.3711603995320001,close
20221212052500000000,2022-12-12 05:25:00-05:00,EURUSD,0,0.01,1.056,1.0556429177567734,1.0568038736864365,0,200.0,100000.0,5.28,2022-12-12 05:28:00-05:00,1.0556429177567734,0.0,0.0,0.0,-0.3570822432266141,close
20221212052400000000,2022-12-12 05:24:00-05:00,EURUSD,0,0.01,1.05598,1.0556186241559777,1.0567825826987252,0,200.0,100000.0,5.2799000000000005,2022-12-12 05:29:00-05:00,1.0556186241559777,0.0,0.0,0.0,-0.3613758440221826,close
20221212053000000000,2022-12-12 05:30:00-05:00,EURUSD,0,0.01,1.05574,1.05552,1.0565705492052995,0,200.0,100000.0,5.2787,2022-12-12 05:30:00-05:00,1.05552,0.0,0.0,0.0,-0.21999999999988695,close
20221212052200000000,2022-12-12 05:22:00-05:00,EURUSD,0,0.01,1.05598,1.0555694404243399,1.056750308234375,0,200.0,100000.0,5.2799000000000005,2022-12-12 05:30:00-05:00,1.0555694404243399,0.0,0.0,0.0,-0.4105595756600522,close
20221212052700000000,2022-12-12 05:27:00-05:00,EURUSD,0,0.01,1.05593,1.055573251450127,1.0567329901120812,0,200.0,100000.0,5.27965,2022-12-12 05:30:00-05:00,1.055573251450127,0.0,0.0,0.0,-0.3567485498729983,close
20221212052100000000,2022-12-12 05:21:00-05:00,EURUSD,0,0.01,1.05587,1.0554564417693766,1.056649445905816,0,200.0,100000.0,5.279350000000001,2022-12-12 05:35:00-05:00,1.0554564417693766,0.0,0.0,0.0,-0.41355823062350083,close
20221212052300000000,2022-12-12 05:23:00-05:00,EURUSD,0,0.01,1.05583,1.0554428992399665,1.0566169746816343,0,200.0,100000.0,5.2791500000000005,2022-12-12 05:35:00-05:00,1.0554428992399665,0.0,0.0,0.0,-0.3871007600335652,close
20221212052800000000,2022-12-12 05:28:00-05:00,EURUSD,0,0.01,1.05581,1.0554692580509466,1.0566228448616342,0,200.0,100000.0,5.27905,2022-12-12 05:35:00-05:00,1.0554692580509466,0.0,0.0,0.0,-0.3407419490533137,close
20221212053100000000,2022-12-12 05:31:00-05:00,EURUSD,0,0.01,1.05564,1.05544,1.0565000665653124,0,200.0,100000.0,5.278199999999999,2022-12-12 05:35:00-05:00,1.05544,0.0,0.0,0.0,-0.19999999999997797,close
20221212053200000000,2022-12-12 05:32:00-05:00,EURUSD,0,0.01,1.05566,1.0554599999999998,1.0565322592076285,0,200.0,100000.0,5.278300000000001,2022-12-12 05:35:00-05:00,1.0554599999999998,0.0,0.0,0.0,-0.20000000000020002,close
20221212053300000000,2022-12-12 05:33:00-05:00,EURUSD,0,0.01,1.0556699999999999,1.05546,1.0565367984738574,0,200.0,100000.0,5.27835,2022-12-12 05:35:00-05:00,1.05546,0.0,0.0,0.0,-0.20999999999982144,close
20221212053400000000,2022-12-12 05:34:00-05:00,EURUSD,0,0.01,1.05564,1.05544,1.0565256838732957,0,200.0,100000.0,5.278199999999999,2022-12-12 05:35:00-05:00,1.05544,0.0,0.0,0.0,-0.19999999999997797,close
20221212053700000000,2022-12-12 05:37:00-05:00,EURUSD,0,0.01,1.05581,1.05557,1.0566874113558604,0,200.0,100000.0,5.27905,2022-12-12 05:37:00-05:00,1.05557,0.0,0.0,0.0,-0.24000000000001798,close
20221212053800000000,2022-12-12 05:38:00-05:00,EURUSD,0,0.01,1.05571,1.05552,1.0566275732134283,0,200.0,100000.0,5.27855,2022-12-12 05:38:00-05:00,1.05552,0.0,0.0,0.0,-0.18999999999991246,close
20221212054400000000,2022-12-12 05:44:00-05:00,EURUSD,0,0.01,1.0562799999999999,1.05609,1.0571682732231542,0,200.0,100000.0,5.2814,2022-12-12 05:44:00-05:00,1.05609,0.0,0.0,0.0,-0.18999999999991246,close
20221212054300000000,2022-12-12 05:43:00-05:00,EURUSD,0,0.01,1.05635,1.05615,1.057233870238997,0,200.0,100000.0,5.28175,2022-12-12 05:44:00-05:00,1.05615,0.0,0.0,0.0,-0.19999999999997797,close
20221212054800000000,2022-12-12 05:48:00-05:00,EURUSD,0,0.01,1.05647,1.05627,1.0573698767636717,0,200.0,100000.0,5.28235,2022-12-12 05:48:00-05:00,1.05627,0.0,0.0,0.0,-0.19999999999997797,close
20221212054600000000,2022-12-12 05:46:00-05:00,EURUSD,0,0.01,1.05642,1.05622,1.0573151764950528,0,200.0,100000.0,5.282099999999999,2022-12-12 05:48:00-05:00,1.05622,0.0,0.0,0.0,-0.19999999999997797,close
20221212054700000000,2022-12-12 05:47:00-05:00,EURUSD,0,0.01,1.05642,1.05622,1.0573230054254457,0,200.0,100000.0,5.282099999999999,2022-12-12 05:48:00-05:00,1.05622,0.0,0.0,0.0,-0.19999999999997797,close
20221212055000000000,2022-12-12 05:50:00-05:00,EURUSD,0,0.01,1.05633,1.05614,1.057249283354506,0,200.0,100000.0,5.28165,2022-12-12 05:50:00-05:00,1.05614,0.0,0.0,0.0,-0.18999999999991246,close
20221212055200000000,2022-12-12 05:52:00-05:00,EURUSD,0,0.01,1.05646,1.0562399999999998,1.0573374011918528,0,200.0,100000.0,5.2823,2022-12-12 05:52:00-05:00,1.0562399999999998,0.0,0.0,0.0,-0.220000000000109,close
20221212055100000000,2022-12-12 05:51:00-05:00,EURUSD,0,0.01,1.05642,1.0561800000000001,1.0572823502400146,0,200.0,100000.0,5.282099999999999,2022-12-12 05:54:00-05:00,1.0561800000000001,0.0,0.0,0.0,-0.23999999999979593,close
20221212052000000000,2022-12-12 05:20:00-05:00,EURUSD,0,0.01,1.05563,1.0552365614152235,1.0564359183648788,0,200.0,100000.0,5.27815,2022-12-12 05:55:00-05:00,1.0564359183648788,0.0,0.0,0.0,0.805918364878755,close
20221212053500000000,2022-12-12 05:35:00-05:00,EURUSD,0,0.01,1.0556,1.0554,1.0564974201675503,0,200.0,100000.0,5.2780000000000005,2022-12-12 05:56:00-05:00,1.0564974201675503,0.0,0.0,0.0,0.8974201675502336,close
20221212053600000000,2022-12-12 05:36:00-05:00,EURUSD,0,0.01,1.05557,1.05533,1.056440136329569,0,200.0,100000.0,5.27785,2022-12-12 05:56:00-05:00,1.056440136329569,0.0,0.0,0.0,0.8701363295691156,close
20221212052900000000,2022-12-12 05:29:00-05:00,EURUSD,0,0.01,1.05573,1.0554172251988154,1.0565661943812108,0,200.0,100000.0,5.27865,2022-12-12 05:57:00-05:00,1.0565661943812108,0.0,0.0,0.0,0.836194381210742,close
20221212053900000000,2022-12-12 05:39:00-05:00,EURUSD,0,0.01,1.0557,1.0554999999999999,1.056607003826089,0,200.0,100000.0,5.2785,2022-12-12 05:57:00-05:00,1.056607003826089,0.0,0.0,0.0,0.9070038260889923,close
20221212054000000000,2022-12-12 05:40:00-05:00,EURUSD,0,0.01,1.05569,1.0554800000000002,1.0565891696167367,0,200.0,100000.0,5.27845,2022-12-12 05:57:00-05:00,1.0565891696167367,0.0,0.0,0.0,0.8991696167366392,close
20221212055800000000,2022-12-12 05:58:00-05:00,EURUSD,0,0.01,1.05656,1.05637,1.0574330488348194,0,200.0,100000.0,5.2828,2022-12-12 05:58:00-05:00,1.05637,0.0,0.0,0.0,-0.18999999999991246,close
20221212055500000000,2022-12-12 05:55:00-05:00,EURUSD,0,0.01,1.05647,1.05625,1.0573424850892275,0,200.0,100000.0,5.28235,2022-12-12 05:58:00-05:00,1.05625,0.0,0.0,0.0,-0.220000000000109,close
20221212055600000000,2022-12-12 05:56:00-05:00,EURUSD,0,0.01,1.05646,1.0562500000000001,1.0573284321300687,0,200.0,100000.0,5.2823,2022-12-12 05:58:00-05:00,1.0562500000000001,0.0,0.0,0.0,-0.20999999999982144,close
20221212055700000000,2022-12-12 05:57:00-05:00,EURUSD,0,0.01,1.05661,1.05641,1.0574830013553054,0,200.0,100000.0,5.28305,2022-12-12 05:58:00-05:00,1.05641,0.0,0.0,0.0,-0.19999999999997797,close
20221212060000000000,2022-12-12 06:00:00-05:00,EURUSD,0,0.01,1.05652,1.05631,1.0573770354775154,0,200.0,100000.0,5.2825999999999995,2022-12-12 06:00:00-05:00,1.05631,0.0,0.0,0.0,-0.20999999999982144,close
20221212055900000000,2022-12-12 05:59:00-05:00,EURUSD,0,0.01,1.05646,1.05627,1.0573322570942156,0,200.0,100000.0,5.2823,2022-12-12 06:00:00-05:00,1.05627,0.0,0.0,0.0,-0.18999999999991246,close
20221212054500000000,2022-12-12 05:45:00-05:00,EURUSD,0,0.01,1.05622,1.0560299999999998,1.057112355326414,0,200.0,100000.0,5.2811,2022-12-12 06:01:00-05:00,1.0560299999999998,0.0,0.0,0.0,-0.1900000000001345,close
20221212054900000000,2022-12-12 05:49:00-05:00,EURUSD,0,0.01,1.05627,1.05607,1.0571692863051594,0,200.0,100000.0,5.28135,2022-12-12 06:01:00-05:00,1.05607,0.0,0.0,0.0,-0.19999999999997797,close
20221212055300000000,2022-12-12 05:53:00-05:00,EURUSD,0,0.01,1.05632,1.05612,1.0572069682835414,0,200.0,100000.0,5.2816,2022-12-12 06:01:00-05:00,1.05612,0.0,0.0,0.0,-0.19999999999997797,close
20221212055400000000,2022-12-12 05:54:00-05:00,EURUSD,0,0.01,1.05632,1.05612,1.0572130318919941,0,200.0,100000.0,5.2816,2022-12-12 06:01:00-05:00,1.05612,0.0,0.0,0.0,-0.19999999999997797,close
20221212054200000000,2022-12-12 05:42:00-05:00,EURUSD,0,0.01,1.05616,1.05596,1.0570570994433388,0,200.0,100000.0,5.2808,2022-12-12 06:02:00-05:00,1.05596,0.0,0.0,0.0,-0.19999999999997797,close
20221212054100000000,2022-12-12 05:41:00-05:00,EURUSD,0,0.01,1.05593,1.05572,1.0568295471516251,0,200.0,100000.0,5.27965,2022-12-12 06:31:00-05:00,1.0568295471516251,0.0,0.0,0.0,0.8995471516251019,close
20221212090100000000,2022-12-12 09:01:00-05:00,EURUSD,0,0.01,1.0573,1.0571,1.0586924270799383,0,200.0,100000.0,5.2865,2022-12-12 09:02:00-05:00,1.0571,0.0,0.0,0.0,-0.19999999999997797,close
20221212093900000000,2022-12-12 09:39:00-05:00,EURUSD,0,0.01,1.05557,1.0554000000000001,1.0567778558302672,0,200.0,100000.0,5.27785,2022-12-12 09:39:00-05:00,1.0554000000000001,0.0,0.0,0.0,-0.16999999999978144,close
20221212094200000000,2022-12-12 09:42:00-05:00,EURUSD,0,0.01,1.0556,1.0554,1.0567391069903969,0,200.0,100000.0,5.2780000000000005,2022-12-12 09:42:00-05:00,1.0554,0.0,0.0,0.0,-0.20000000000020002,close
20221212094000000000,2022-12-12 09:40:00-05:00,EURUSD,0,0.01,1.05552,1.0553199999999998,1.0566901496016232,0,200.0,100000.0,5.2776,2022-12-12 09:42:00-05:00,1.0553199999999998,0.0,0.0,0.0,-0.20000000000020002,close
20221212094100000000,2022-12-12 09:41:00-05:00,EURUSD,0,0.01,1.05551,1.05531,1.0566683757052198,0,200.0,100000.0,5.27755,2022-12-12 09:42:00-05:00,1.05531,0.0,0.0,0.0,-0.19999999999997797,close
20221212094300000000,2022-12-12 09:43:00-05:00,EURUSD,0,0.01,1.05512,1.05492,1.0562290182863177,0,200.0,100000.0,5.275600000000001,2022-12-12 09:43:00-05:00,1.05492,0.0,0.0,0.0,-0.19999999999997797,close
20221212094400000000,2022-12-12 09:44:00-05:00,EURUSD,0,0.01,1.05527,1.05506,1.0563811488792674,0,200.0,100000.0,5.27635,2022-12-12 09:44:00-05:00,1.05506,0.0,0.0,0.0,-0.20999999999982144,close
20221212094600000000,2022-12-12 09:46:00-05:00,EURUSD,0,0.01,1.05536,1.0551400000000002,1.0564248516296597,0,200.0,100000.0,5.276800000000001,2022-12-12 09:46:00-05:00,1.0551400000000002,0.0,0.0,0.0,-0.21999999999988695,close
20221212094700000000,2022-12-12 09:47:00-05:00,EURUSD,0,0.01,1.05543,1.05522,1.0564749355695024,0,200.0,100000.0,5.277150000000001,2022-12-12 09:47:00-05:00,1.05522,0.0,0.0,0.0,-0.21000000000004349,close
20221212095700000000,2022-12-12 09:57:00-05:00,EURUSD,0,0.01,1.05598,1.0555363231979962,1.0569846975851058,0,200.0,100000.0,5.2799000000000005,2022-12-12 09:59:00-05:00,1.0555363231979962,0.0,0.0,0.0,-0.44367680200374515,close
20221212095800000000,2022-12-12 09:58:00-05:00,EURUSD,0,0.01,1.05601,1.055587794414563,1.0570459242892265,0,200.0,100000.0,5.28005,2022-12-12 09:59:00-05:00,1.055587794414563,0.0,0.0,0.0,-0.42220558543681896,close
20221212095400000000,2022-12-12 09:54:00-05:00,EURUSD,0,0.01,1.05582,1.0553717418476287,1.0567915966345742,0,200.0,100000.0,5.2791,2022-12-12 10:04:00-05:00,1.0553717418476287,0.0,0.0,0.0,-0.44825815237126143,close
20221212095600000000,2022-12-12 09:56:00-05:00,EURUSD,0,0.01,1.05582,1.055385422900105,1.056820883743018,0,200.0,100000.0,5.2791,2022-12-12 10:04:00-05:00,1.055385422900105,0.0,0.0,0.0,-0.43457709989502824,close
20221212094500000000,2022-12-12 09:45:00-05:00,EURUSD,0,0.01,1.05516,1.05497,1.056268879792355,0,200.0,100000.0,5.2758,2022-12-12 10:07:00-05:00,1.056268879792355,0.0,0.0,0.0,1.1088797923548555,close
20221212094800000000,2022-12-12 09:48:00-05:00,EURUSD,0,0.01,1.05529,1.0549818353876939,1.056325226612203,0,200.0,100000.0,5.27645,2022-12-12 10:07:00-05:00,1.056325226612203,0.0,0.0,0.0,1.0352266122028997,close
20221212094900000000,2022-12-12 09:49:00-05:00,EURUSD,0,0.01,1.05541,1.055052564781122,1.056398163036406,0,200.0,100000.0,5.277049999999999,2022-12-12 10:07:00-05:00,1.056398163036406,0.0,0.0,0.0,0.9881630364061422,close
20221212095000000000,2022-12-12 09:50:00-05:00,EURUSD,0,0.01,1.05568,1.0552681440659613,1.056625384202674,0,200.0,100000.0,5.2784,2022-12-12 10:09:00-05:00,1.056625384202674,0.0,0.0,0.0,0.9453842026740933,close
20221212095100000000,2022-12-12 09:51:00-05:00,EURUSD,0,0.01,1.05561,1.0552251379066053,1.056602663849704,0,200.0,100000.0,5.2780499999999995,2022-12-12 10:09:00-05:00,1.056602663849704,0.0,0.0,0.0,0.9926638497039787,close
20221212095200000000,2022-12-12 09:52:00-05:00,EURUSD,0,0.01,1.05562,1.0552029067308175,1.0565853697312995,0,200.0,100000.0,5.278099999999999,2022-12-12 10:09:00-05:00,1.0565853697312995,0.0,0.0,0.0,0.9653697312994592,close
20221212095300000000,2022-12-12 09:53:00-05:00,EURUSD,0,0.01,1.05575,1.0553314145415555,1.0567292756220326,0,200.0,100000.0,5.27875,2022-12-12 10:09:00-05:00,1.0567292756220326,0.0,0.0,0.0,0.9792756220325939,close
20221212095500000000,2022-12-12 09:55:00-05:00,EURUSD,0,0.01,1.05575,1.0553103294096329,1.0567407613143698,0,200.0,100000.0,5.27875,2022-12-12 10:09:00-05:00,1.0567407613143698,0.0,0.0,0.0,0.9907613143698146,close
20221212100000000000,2022-12-12 10:00:00-05:00,EURUSD,0,0.01,1.05561,1.0551826139977203,1.0566680475436152,0,200.0,100000.0,5.2780499999999995,2022-12-12 10:09:00-05:00,1.0566680475436152,0.0,0.0,0.0,1.0580475436152703,close
20221212095900000000,2022-12-12 09:59:00-05:00,EURUSD,0,0.01,1.05572,1.0553474510766752,1.0568228530560806,0,200.0,100000.0,5.2786,2022-12-12 10:11:00-05:00,1.0568228530560806,0.0,0.0,0.0,1.1028530560805994,close
20221212100200000000,2022-12-12 10:02:00-05:00,EURUSD,0,0.01,1.05581,1.055208081563767,1.0572517716887593,0,200.0,100000.0,5.27905,2022-12-12 10:12:00-05:00,1.0572517716887593,0.0,0.0,0.0,1.4417716887593632,close
20221212100300000000,2022-12-12 10:03:00-05:00,EURUSD,0,0.01,1.05565,1.0551602325676475,1.0571545692609623,0,200.0,100000.0,5.278250000000001,2022-12-12 10:12:00-05:00,1.0571545692609623,0.0,0.0,0.0,1.5045692609623185,close
20221212100400000000,2022-12-12 10:04:00-05:00,EURUSD,0,0.01,1.0556,1.0551355130099598,1.0571145911470428,0,200.0,100000.0,5.2780000000000005,2022-12-12 10:12:00-05:00,1.0571145911470428,0.0,0.0,0.0,1.5145911470426654,close
20221212100500000000,2022-12-12 10:05:00-05:00,EURUSD,0,0.01,1.0556,1.055119116053004,1.0570687112822386,0,200.0,100000.0,5.2780000000000005,2022-12-12 10:12:00-05:00,1.0570687112822386,0.0,0.0,0.0,1.4687112822384663,close
20221212100100000000,2022-12-12 10:01:00-05:00,EURUSD,0,0.01,1.05599,1.055308313888125,1.057420849415101,0,200.0,100000.0,5.27995,2022-12-12 10:13:00-05:00,1.057420849415101,0.0,0.0,0.0,1.4308494151009654,close
20221212100600000000,2022-12-12 10:06:00-05:00,EURUSD,0,0.01,1.05602,1.0555791982892622,1.0574989140418545,0,200.0,100000.0,5.2801,2022-12-12 10:13:00-05:00,1.0574989140418545,0.0,0.0,0.0,1.4789140418545177,close
