id,open_date,symbol,cmd,volume,open_price,sl,tp,type_cmd,leverage,batch_size,margin,close_date,close_price,rollover,commission,swap,profit,state
20221212095500000000,2022-12-12 09:55:00-05:00,EURUSD,1,0.01,1.05565,1.0563544012711756,1.0542636989139393,0,200.0,100000.0,5.278250000000001,2022-12-12 10:07:00-05:00,1.0563544012711756,0.0,0.0,0.0,-0.7044012711756586,close
20221212095600000000,2022-12-12 09:56:00-05:00,EURUSD,1,0.01,1.05572,1.056425213326253,1.0543111504302547,0,200.0,100000.0,5.2786,2022-12-12 10:07:00-05:00,1.056425213326253,0.0,0.0,0.0,-0.7052133262530624,close
20221212095900000000,2022-12-12 09:59:00-05:00,EURUSD,1,0.01,1.05562,1.0563806098749116,1.054183568349406,0,200.0,100000.0,5.278099999999999,2022-12-12 10:07:00-05:00,1.0563806098749116,0.0,0.0,0.0,-0.7606098749115553,close
20221212095700000000,2022-12-12 09:57:00-05:00,EURUSD,1,0.01,1.05588,1.056575101043675,1.0544410995208844,0,200.0,100000.0,5.279399999999999,2022-12-12 10:09:00-05:00,1.056575101043675,0.0,0.0,0.0,-0.6951010436750948,close
20221212095800000000,2022-12-12 09:58:00-05:00,EURUSD,1,0.01,1.05591,1.056617928306181,1.0544501665728911,0,200.0,100000.0,5.2795499999999995,2022-12-12 10:09:00-05:00,1.056617928306181,0.0,0.0,0.0,-0.7079283061810493,close
20221213134900000000,2022-12-13 13:49:00-05:00,EURUSD,1,0.01,1.06175,1.0625156625821255,1.0601731506241485,0,200.0,100000.0,5.30875,2022-12-13 14:30:00-05:00,1.0625156625821255,0.0,0.0,0.0,-0.7656625821255147,close
20221213140100000000,2022-12-13 14:01:00-05:00,EURUSD,1,0.01,1.06186,1.0625181111408397,1.0601016680611297,0,200.0,100000.0,5.3093,2022-12-13 14:30:00-05:00,1.0625181111408397,0.0,0.0,0.0,-0.65811114083969,close
20221213132800000000,2022-12-13 13:28:00-05:00,EURUSD,1,0.01,1.06215,1.062902757419832,1.060638358221948,0,200.0,100000.0,5.31075,2022-12-13 14:31:00-05:00,1.062902757419832,0.0,0.0,0.0,-0.7527574198320508,close
20221213134000000000,2022-12-13 13:40:00-05:00,EURUSD,1,0.01,1.06207,1.0627989912095481,1.060474335033633,0,200.0,100000.0,5.310350000000001,2022-12-13 14:31:00-05:00,1.0627989912095481,0.0,0.0,0.0,-0.7289912095480576,close
20221213134100000000,2022-12-13 13:41:00-05:00,EURUSD,1,0.01,1.0619,1.0626511500734837,1.0603264841768891,0,200.0,100000.0,5.309500000000001,2022-12-13 14:31:00-05:00,1.0626511500734837,0.0,0.0,0.0,-0.7511500734835863,close
20221213134200000000,2022-12-13 13:42:00-05:00,EURUSD,1,0.01,1.06185,1.0626021079387515,1.06027484225519,0,200.0,100000.0,5.30925,2022-12-13 14:31:00-05:00,1.0626021079387515,0.0,0.0,0.0,-0.7521079387515783,close
20221213134300000000,2022-12-13 13:43:00-05:00,EURUSD,1,0.01,1.06194,1.0627033209281973,1.0603712841372936,0,200.0,100000.0,5.3097,2022-12-13 14:31:00-05:00,1.0627033209281973,0.0,0.0,0.0,-0.7633209281971975,close
20221213134400000000,2022-12-13 13:44:00-05:00,EURUSD,1,0.01,1.06187,1.0626252027236671,1.060292252596356,0,200.0,100000.0,5.30935,2022-12-13 14:31:00-05:00,1.0626252027236671,0.0,0.0,0.0,-0.7552027236670256,close
20221213134500000000,2022-12-13 13:45:00-05:00,EURUSD,1,0.01,1.06209,1.0628265491250717,1.0604919258185477,0,200.0,100000.0,5.3104499999999994,2022-12-13 14:31:00-05:00,1.0628265491250717,0.0,0.0,0.0,-0.7365491250717059,close
20221213134600000000,2022-12-13 13:46:00-05:00,EURUSD,1,0.01,1.06202,1.0627792481561005,1.060444545978196,0,200.0,100000.0,5.3101,2022-12-13 14:31:00-05:00,1.0627792481561005,0.0,0.0,0.0,-0.7592481561005116,close
20221213134700000000,2022-12-13 13:47:00-05:00,EURUSD,1,0.01,1.062,1.062751943461839,1.0604159631019086,0,200.0,100000.0,5.31,2022-12-13 14:31:00-05:00,1.062751943461839,0.0,0.0,0.0,-0.7519434618390441,close
20221213134800000000,2022-12-13 13:48:00-05:00,EURUSD,1,0.01,1.06199,1.0627529126193933,1.0604116156881302,0,200.0,100000.0,5.30995,2022-12-13 14:31:00-05:00,1.0627529126193933,0.0,0.0,0.0,-0.7629126193933189,close
20221213135000000000,2022-12-13 13:50:00-05:00,EURUSD,1,0.01,1.06217,1.062957869176343,1.060614124205485,0,200.0,100000.0,5.31085,2022-12-13 14:31:00-05:00,1.062957869176343,0.0,0.0,0.0,-0.7878691763429925,close
20221213135100000000,2022-12-13 13:51:00-05:00,EURUSD,1,0.01,1.0621,1.0628888824553042,1.0605421529448404,0,200.0,100000.0,5.310500000000001,2022-12-13 14:31:00-05:00,1.0628888824553042,0.0,0.0,0.0,-0.7888824553041741,close
20221213135200000000,2022-12-13 13:52:00-05:00,EURUSD,1,0.01,1.06215,1.0629188299519943,1.0605663112239914,0,200.0,100000.0,5.31075,2022-12-13 14:31:00-05:00,1.0629188299519943,0.0,0.0,0.0,-0.7688299519943431,close
20221213135300000000,2022-12-13 13:53:00-05:00,EURUSD,1,0.01,1.06197,1.0627586452008784,1.060397886363566,0,200.0,100000.0,5.30985,2022-12-13 14:31:00-05:00,1.0627586452008784,0.0,0.0,0.0,-0.7886452008782908,close
20221213135400000000,2022-12-13 13:54:00-05:00,EURUSD,1,0.01,1.0618,1.06257008997323,1.060206369588338,0,200.0,100000.0,5.309000000000001,2022-12-13 14:31:00-05:00,1.06257008997323,0.0,0.0,0.0,-0.7700899732299149,close
20221213135500000000,2022-12-13 13:55:00-05:00,EURUSD,1,0.01,1.06185,1.0626301519061812,1.0602597055096552,0,200.0,100000.0,5.30925,2022-12-13 14:31:00-05:00,1.0626301519061812,0.0,0.0,0.0,-0.7801519061811923,close
20221213135600000000,2022-12-13 13:56:00-05:00,EURUSD,1,0.01,1.06182,1.062580436192397,1.060205400471054,0,200.0,100000.0,5.3091,2022-12-13 14:31:00-05:00,1.062580436192397,0.0,0.0,0.0,-0.7604361923969627,close
20221213135700000000,2022-12-13 13:57:00-05:00,EURUSD,1,0.01,1.06186,1.0626090602797083,1.0602227356481924,0,200.0,100000.0,5.3093,2022-12-13 14:31:00-05:00,1.0626090602797083,0.0,0.0,0.0,-0.7490602797082246,close
20221213135800000000,2022-12-13 13:58:00-05:00,EURUSD,1,0.01,1.06201,1.0627900232672505,1.0604014022270962,0,200.0,100000.0,5.31005,2022-12-13 14:31:00-05:00,1.0627900232672505,0.0,0.0,0.0,-0.7800232672505736,close
20221213135900000000,2022-12-13 13:59:00-05:00,EURUSD,1,0.01,1.06181,1.0625924743918516,1.0602064006353542,0,200.0,100000.0,5.30905,2022-12-13 14:31:00-05:00,1.0625924743918516,0.0,0.0,0.0,-0.7824743918516397,close
20221213140000000000,2022-12-13 14:00:00-05:00,EURUSD,1,0.01,1.06198,1.0626466305707767,1.0602370668216794,0,200.0,100000.0,5.3099,2022-12-13 14:31:00-05:00,1.0626466305707767,0.0,0.0,0.0,-0.6666305707767606,close
20221213140200000000,2022-12-13 14:02:00-05:00,EURUSD,1,0.01,1.06214,1.0627912129106745,1.0603633565892279,0,200.0,100000.0,5.310700000000001,2022-12-13 14:31:00-05:00,1.0627912129106745,0.0,0.0,0.0,-0.6512129106743814,close
